"year","month","day","statefips","countyfips","value","drought_category"
2007,9,4,51,51107,0,"D0 ~ Abnormally Dry"
2007,9,11,51,51107,0,"D0 ~ Abnormally Dry"
2007,9,18,51,51107,0,"D0 ~ Abnormally Dry"
2007,9,25,51,51107,1,"D1 ~ Moderate Drought"
2007,10,2,51,51107,2,"D2 ~ Severe Drought"
2007,10,9,51,51107,2,"D2 ~ Severe Drought"
2007,10,16,51,51107,2,"D2 ~ Severe Drought"
2007,10,23,51,51107,3,"D3 ~ Extreme Drought"
2007,10,30,51,51107,1,"D1 ~ Moderate Drought"
2007,11,6,51,51107,1,"D1 ~ Moderate Drought"
2007,11,13,51,51107,1,"D1 ~ Moderate Drought"
2007,11,20,51,51107,1,"D1 ~ Moderate Drought"
2007,11,27,51,51107,1,"D1 ~ Moderate Drought"
2007,12,4,51,51107,1,"D1 ~ Moderate Drought"
2007,12,11,51,51107,1,"D1 ~ Moderate Drought"
2007,12,18,51,51107,1,"D1 ~ Moderate Drought"
2007,12,25,51,51107,1,"D1 ~ Moderate Drought"
2008,1,1,51,51107,1,"D1 ~ Moderate Drought"
2008,1,8,51,51107,1,"D1 ~ Moderate Drought"
2008,1,15,51,51107,1,"D1 ~ Moderate Drought"
2008,1,22,51,51107,1,"D1 ~ Moderate Drought"
2008,1,29,51,51107,1,"D1 ~ Moderate Drought"
2008,2,5,51,51107,1,"D1 ~ Moderate Drought"
2008,2,12,51,51107,1,"D1 ~ Moderate Drought"
2008,2,19,51,51107,1,"D1 ~ Moderate Drought"
2008,2,26,51,51107,1,"D1 ~ Moderate Drought"
2008,3,4,51,51107,1,"D1 ~ Moderate Drought"
2008,3,11,51,51107,0,"D0 ~ Abnormally Dry"
2008,3,18,51,51107,0,"D0 ~ Abnormally Dry"
2008,3,25,51,51107,0,"D0 ~ Abnormally Dry"
2008,4,1,51,51107,1,"D1 ~ Moderate Drought"
2008,4,8,51,51107,1,"D1 ~ Moderate Drought"
2008,4,15,51,51107,1,"D1 ~ Moderate Drought"
2008,4,22,51,51107,0,"D0 ~ Abnormally Dry"
2008,4,29,51,51107,0,"D0 ~ Abnormally Dry"
2008,5,6,51,51107,0,"D0 ~ Abnormally Dry"
2008,5,13,51,51107,9,"None"
2008,5,20,51,51107,9,"None"
2008,5,27,51,51107,9,"None"
2008,6,3,51,51107,9,"None"
2008,6,10,51,51107,9,"None"
2008,6,17,51,51107,9,"None"
2008,6,24,51,51107,9,"None"
2008,7,1,51,51107,9,"None"
2008,7,8,51,51107,9,"None"
2008,7,15,51,51107,9,"None"
2008,7,22,51,51107,9,"None"
2008,7,29,51,51107,9,"None"
2008,8,5,51,51107,9,"None"
2008,8,12,51,51107,9,"None"
2008,8,19,51,51107,0,"D0 ~ Abnormally Dry"
2008,8,26,51,51107,0,"D0 ~ Abnormally Dry"
2008,9,2,51,51107,0,"D0 ~ Abnormally Dry"
2008,9,9,51,51107,9,"None"
2008,9,16,51,51107,9,"None"
2008,9,23,51,51107,9,"None"
2008,9,30,51,51107,9,"None"
2008,10,7,51,51107,9,"None"
2008,10,14,51,51107,9,"None"
2008,10,21,51,51107,9,"None"
2008,10,28,51,51107,9,"None"
2008,11,4,51,51107,9,"None"
2008,11,11,51,51107,9,"None"
2008,11,18,51,51107,9,"None"
2008,11,25,51,51107,9,"None"
2008,12,2,51,51107,9,"None"
2008,12,9,51,51107,0,"D0 ~ Abnormally Dry"
2008,12,16,51,51107,9,"None"
2008,12,23,51,51107,9,"None"
2008,12,30,51,51107,9,"None"
2009,1,6,51,51107,9,"None"
2009,1,13,51,51107,9,"None"
2009,1,20,51,51107,9,"None"
2009,1,27,51,51107,9,"None"
2009,2,3,51,51107,9,"None"
2009,2,10,51,51107,9,"None"
2009,2,17,51,51107,0,"D0 ~ Abnormally Dry"
2009,2,24,51,51107,0,"D0 ~ Abnormally Dry"
2009,3,3,51,51107,0,"D0 ~ Abnormally Dry"
2009,3,10,51,51107,1,"D1 ~ Moderate Drought"
2009,3,17,51,51107,1,"D1 ~ Moderate Drought"
2009,3,24,51,51107,1,"D1 ~ Moderate Drought"
2009,3,31,51,51107,1,"D1 ~ Moderate Drought"
2009,4,7,51,51107,1,"D1 ~ Moderate Drought"
2009,4,14,51,51107,1,"D1 ~ Moderate Drought"
2009,4,21,51,51107,0,"D0 ~ Abnormally Dry"
2009,4,28,51,51107,0,"D0 ~ Abnormally Dry"
2009,5,5,51,51107,9,"None"
2009,5,12,51,51107,9,"None"
2009,5,19,51,51107,9,"None"
2009,5,26,51,51107,9,"None"
2009,6,2,51,51107,9,"None"
2009,6,9,51,51107,9,"None"
2009,6,16,51,51107,9,"None"
2009,6,23,51,51107,9,"None"
2009,6,30,51,51107,9,"None"
2009,7,7,51,51107,9,"None"
2009,7,14,51,51107,9,"None"
2009,7,21,51,51107,0,"D0 ~ Abnormally Dry"
2009,7,28,51,51107,9,"None"
2009,8,4,51,51107,9,"None"
2009,8,11,51,51107,9,"None"
2009,8,18,51,51107,0,"D0 ~ Abnormally Dry"
2009,8,25,51,51107,9,"None"
2009,9,1,51,51107,9,"None"
2009,9,8,51,51107,9,"None"
2009,9,15,51,51107,9,"None"
2009,9,22,51,51107,0,"D0 ~ Abnormally Dry"
2009,9,29,51,51107,0,"D0 ~ Abnormally Dry"
2009,10,6,51,51107,0,"D0 ~ Abnormally Dry"
2009,10,13,51,51107,0,"D0 ~ Abnormally Dry"
2009,10,20,51,51107,9,"None"
2009,10,27,51,51107,9,"None"
2009,11,3,51,51107,9,"None"
2009,11,10,51,51107,9,"None"
2009,11,17,51,51107,9,"None"
2009,11,24,51,51107,9,"None"
2009,12,1,51,51107,9,"None"
2009,12,8,51,51107,9,"None"
2009,12,15,51,51107,9,"None"
2009,12,22,51,51107,9,"None"
2009,12,29,51,51107,9,"None"
2010,1,5,51,51107,9,"None"
2010,1,12,51,51107,9,"None"
2010,1,19,51,51107,9,"None"
2010,1,26,51,51107,9,"None"
2010,2,2,51,51107,9,"None"
2010,2,9,51,51107,9,"None"
2010,2,16,51,51107,9,"None"
2010,2,23,51,51107,9,"None"
2010,3,2,51,51107,9,"None"
2010,3,9,51,51107,9,"None"
2010,3,16,51,51107,9,"None"
2010,3,23,51,51107,9,"None"
2010,3,30,51,51107,9,"None"
2010,4,6,51,51107,9,"None"
2010,4,13,51,51107,9,"None"
2010,4,20,51,51107,9,"None"
2010,4,27,51,51107,9,"None"
2010,5,4,51,51107,9,"None"
2010,5,11,51,51107,9,"None"
2010,5,18,51,51107,9,"None"
2010,5,25,51,51107,9,"None"
2010,6,1,51,51107,9,"None"
2010,6,8,51,51107,9,"None"
2010,6,15,51,51107,9,"None"
2010,6,22,51,51107,9,"None"
2010,6,29,51,51107,0,"D0 ~ Abnormally Dry"
2010,7,6,51,51107,1,"D1 ~ Moderate Drought"
2010,7,13,51,51107,1,"D1 ~ Moderate Drought"
2010,7,20,51,51107,1,"D1 ~ Moderate Drought"
2010,7,27,51,51107,1,"D1 ~ Moderate Drought"
2010,8,3,51,51107,2,"D2 ~ Severe Drought"
2010,8,10,51,51107,2,"D2 ~ Severe Drought"
2010,8,17,51,51107,2,"D2 ~ Severe Drought"
2010,8,24,51,51107,2,"D2 ~ Severe Drought"
2010,8,31,51,51107,2,"D2 ~ Severe Drought"
2010,9,7,51,51107,2,"D2 ~ Severe Drought"
2010,9,14,51,51107,2,"D2 ~ Severe Drought"
2010,9,21,51,51107,2,"D2 ~ Severe Drought"
2010,9,28,51,51107,2,"D2 ~ Severe Drought"
2010,10,5,51,51107,0,"D0 ~ Abnormally Dry"
2010,10,12,51,51107,0,"D0 ~ Abnormally Dry"
2010,10,19,51,51107,0,"D0 ~ Abnormally Dry"
2010,10,26,51,51107,0,"D0 ~ Abnormally Dry"
2010,11,2,51,51107,0,"D0 ~ Abnormally Dry"
2010,11,9,51,51107,0,"D0 ~ Abnormally Dry"
2010,11,16,51,51107,0,"D0 ~ Abnormally Dry"
2010,11,23,51,51107,0,"D0 ~ Abnormally Dry"
2010,11,30,51,51107,0,"D0 ~ Abnormally Dry"
2010,12,7,51,51107,9,"None"
2010,12,14,51,51107,9,"None"
2010,12,21,51,51107,9,"None"
2010,12,28,51,51107,9,"None"
2011,1,4,51,51107,9,"None"
2011,1,11,51,51107,0,"D0 ~ Abnormally Dry"
2011,1,18,51,51107,0,"D0 ~ Abnormally Dry"
2011,1,25,51,51107,1,"D1 ~ Moderate Drought"
2011,2,1,51,51107,1,"D1 ~ Moderate Drought"
2011,2,8,51,51107,1,"D1 ~ Moderate Drought"
2011,2,15,51,51107,1,"D1 ~ Moderate Drought"
2011,2,22,51,51107,1,"D1 ~ Moderate Drought"
2011,3,1,51,51107,1,"D1 ~ Moderate Drought"
2011,3,8,51,51107,1,"D1 ~ Moderate Drought"
2011,3,15,51,51107,0,"D0 ~ Abnormally Dry"
2011,3,22,51,51107,9,"None"
2011,3,29,51,51107,9,"None"
2011,4,5,51,51107,9,"None"
2011,4,12,51,51107,9,"None"
2011,4,19,51,51107,9,"None"
2011,4,26,51,51107,9,"None"
2011,5,3,51,51107,9,"None"
2011,5,10,51,51107,9,"None"
2011,5,17,51,51107,9,"None"
2011,5,24,51,51107,9,"None"
2011,5,31,51,51107,9,"None"
2011,6,7,51,51107,9,"None"
2011,6,14,51,51107,9,"None"
2011,6,21,51,51107,9,"None"
2011,6,28,51,51107,9,"None"
2011,7,5,51,51107,0,"D0 ~ Abnormally Dry"
2011,7,12,51,51107,0,"D0 ~ Abnormally Dry"
2011,7,19,51,51107,0,"D0 ~ Abnormally Dry"
2011,7,26,51,51107,0,"D0 ~ Abnormally Dry"
2011,8,2,51,51107,1,"D1 ~ Moderate Drought"
2011,8,9,51,51107,1,"D1 ~ Moderate Drought"
2011,8,16,51,51107,1,"D1 ~ Moderate Drought"
2011,8,23,51,51107,1,"D1 ~ Moderate Drought"
2011,8,30,51,51107,1,"D1 ~ Moderate Drought"
2011,9,6,51,51107,1,"D1 ~ Moderate Drought"
2011,9,13,51,51107,9,"None"
2011,9,20,51,51107,9,"None"
2011,9,27,51,51107,9,"None"
2011,10,4,51,51107,9,"None"
2011,10,11,51,51107,9,"None"
2011,10,18,51,51107,9,"None"
2011,10,25,51,51107,9,"None"
2011,11,1,51,51107,9,"None"
2011,11,8,51,51107,9,"None"
2011,11,15,51,51107,9,"None"
2011,11,22,51,51107,9,"None"
2011,11,29,51,51107,9,"None"
2011,12,6,51,51107,9,"None"
2011,12,13,51,51107,9,"None"
2011,12,20,51,51107,9,"None"
2011,12,27,51,51107,9,"None"
2012,1,3,51,51107,9,"None"
2012,1,10,51,51107,9,"None"
2012,1,17,51,51107,9,"None"
2012,1,24,51,51107,9,"None"
2012,1,31,51,51107,9,"None"
2012,2,7,51,51107,9,"None"
2012,2,14,51,51107,9,"None"
2012,2,21,51,51107,9,"None"
2012,2,28,51,51107,9,"None"
2012,3,6,51,51107,9,"None"
2012,3,13,51,51107,9,"None"
2012,3,20,51,51107,0,"D0 ~ Abnormally Dry"
2012,3,27,51,51107,0,"D0 ~ Abnormally Dry"
2012,4,3,51,51107,0,"D0 ~ Abnormally Dry"
2012,4,10,51,51107,0,"D0 ~ Abnormally Dry"
2012,4,17,51,51107,0,"D0 ~ Abnormally Dry"
2012,4,24,51,51107,0,"D0 ~ Abnormally Dry"
2012,5,1,51,51107,0,"D0 ~ Abnormally Dry"
2012,5,8,51,51107,1,"D1 ~ Moderate Drought"
2012,5,15,51,51107,0,"D0 ~ Abnormally Dry"
2012,5,22,51,51107,9,"None"
2012,5,29,51,51107,9,"None"
2012,6,5,51,51107,9,"None"
2012,6,12,51,51107,9,"None"
2012,6,19,51,51107,9,"None"
2012,6,26,51,51107,9,"None"
2012,7,3,51,51107,0,"D0 ~ Abnormally Dry"
2012,7,10,51,51107,1,"D1 ~ Moderate Drought"
2012,7,17,51,51107,1,"D1 ~ Moderate Drought"
2012,7,24,51,51107,1,"D1 ~ Moderate Drought"
2012,7,31,51,51107,1,"D1 ~ Moderate Drought"
2012,8,7,51,51107,1,"D1 ~ Moderate Drought"
2012,8,14,51,51107,1,"D1 ~ Moderate Drought"
2012,8,21,51,51107,1,"D1 ~ Moderate Drought"
2012,8,28,51,51107,1,"D1 ~ Moderate Drought"
2012,9,4,51,51107,0,"D0 ~ Abnormally Dry"
2012,9,11,51,51107,0,"D0 ~ Abnormally Dry"
2012,9,18,51,51107,0,"D0 ~ Abnormally Dry"
2012,9,25,51,51107,1,"D1 ~ Moderate Drought"
2012,10,2,51,51107,1,"D1 ~ Moderate Drought"
2012,10,9,51,51107,9,"None"
2012,10,16,51,51107,9,"None"
2012,10,23,51,51107,9,"None"
2012,10,30,51,51107,9,"None"
2012,11,6,51,51107,9,"None"
2012,11,13,51,51107,9,"None"
2012,11,20,51,51107,9,"None"
2012,11,27,51,51107,9,"None"
2012,12,4,51,51107,9,"None"
2012,12,11,51,51107,9,"None"
2012,12,18,51,51107,9,"None"
2012,12,25,51,51107,9,"None"
2013,1,1,51,51107,9,"None"
2013,1,8,51,51107,9,"None"
2013,1,15,51,51107,9,"None"
2013,1,22,51,51107,9,"None"
2013,1,29,51,51107,9,"None"
2013,2,5,51,51107,9,"None"
2013,2,12,51,51107,9,"None"
2013,2,19,51,51107,9,"None"
2013,2,26,51,51107,9,"None"
2013,3,5,51,51107,9,"None"
2013,3,12,51,51107,9,"None"
2013,3,19,51,51107,9,"None"
2013,3,26,51,51107,9,"None"
2013,4,2,51,51107,9,"None"
2013,4,9,51,51107,9,"None"
2013,4,16,51,51107,9,"None"
2013,4,23,51,51107,9,"None"
2013,4,30,51,51107,9,"None"
2013,5,7,51,51107,9,"None"
2013,5,14,51,51107,9,"None"
2013,5,21,51,51107,9,"None"
2013,5,28,51,51107,9,"None"
2013,6,4,51,51107,9,"None"
2013,6,11,51,51107,9,"None"
2013,6,18,51,51107,9,"None"
2013,6,25,51,51107,9,"None"
2013,7,2,51,51107,9,"None"
2013,7,9,51,51107,9,"None"
2013,7,16,51,51107,9,"None"
2013,7,23,51,51107,9,"None"
2013,7,30,51,51107,9,"None"
2013,8,6,51,51107,9,"None"
2013,8,13,51,51107,9,"None"
2013,8,20,51,51107,9,"None"
2013,8,27,51,51107,9,"None"
2013,9,3,51,51107,9,"None"
2013,9,10,51,51107,9,"None"
2013,9,17,51,51107,0,"D0 ~ Abnormally Dry"
2013,9,24,51,51107,0,"D0 ~ Abnormally Dry"
2013,10,1,51,51107,0,"D0 ~ Abnormally Dry"
2013,10,8,51,51107,0,"D0 ~ Abnormally Dry"
2013,10,15,51,51107,9,"None"
2013,10,22,51,51107,9,"None"
2013,10,29,51,51107,9,"None"
2013,11,5,51,51107,9,"None"
2013,11,12,51,51107,9,"None"
2013,11,19,51,51107,9,"None"
2013,11,26,51,51107,9,"None"
2013,12,3,51,51107,9,"None"
2013,12,10,51,51107,9,"None"
2013,12,17,51,51107,9,"None"
2013,12,24,51,51107,9,"None"
2013,12,31,51,51107,9,"None"
2014,1,7,51,51107,9,"None"
2014,1,14,51,51107,9,"None"
2014,1,21,51,51107,9,"None"
2014,1,28,51,51107,9,"None"
2014,2,4,51,51107,9,"None"
2014,2,11,51,51107,9,"None"
2014,2,18,51,51107,9,"None"
2014,2,25,51,51107,9,"None"
2014,3,4,51,51107,9,"None"
2014,3,11,51,51107,9,"None"
2014,3,18,51,51107,9,"None"
2014,3,25,51,51107,9,"None"
2014,4,1,51,51107,9,"None"
2014,4,8,51,51107,9,"None"
2014,4,15,51,51107,9,"None"
2014,4,22,51,51107,9,"None"
2014,4,29,51,51107,9,"None"
2014,5,6,51,51107,9,"None"
2014,5,13,51,51107,9,"None"
2014,5,20,51,51107,9,"None"
2014,5,27,51,51107,9,"None"
2014,6,3,51,51107,9,"None"
2014,6,10,51,51107,9,"None"
2014,6,17,51,51107,9,"None"
2014,6,24,51,51107,9,"None"
2014,7,1,51,51107,9,"None"
2014,7,8,51,51107,9,"None"
2014,7,15,51,51107,9,"None"
2014,7,22,51,51107,9,"None"
2014,7,29,51,51107,9,"None"
2014,8,5,51,51107,9,"None"
2014,8,12,51,51107,9,"None"
2014,8,19,51,51107,9,"None"
2014,8,26,51,51107,9,"None"
2014,9,2,51,51107,9,"None"
2014,9,9,51,51107,9,"None"
2014,9,16,51,51107,9,"None"
2014,9,23,51,51107,9,"None"
2014,9,30,51,51107,9,"None"
2014,10,7,51,51107,9,"None"
2014,10,14,51,51107,9,"None"
2014,10,21,51,51107,9,"None"
2014,10,28,51,51107,9,"None"
2014,11,4,51,51107,9,"None"
2014,11,11,51,51107,9,"None"
2014,11,18,51,51107,9,"None"
2014,11,25,51,51107,9,"None"
2014,12,2,51,51107,9,"None"
2014,12,9,51,51107,9,"None"
2014,12,16,51,51107,9,"None"
2014,12,23,51,51107,9,"None"
2014,12,30,51,51107,9,"None"
2015,1,6,51,51107,9,"None"
2015,1,13,51,51107,9,"None"
2015,1,20,51,51107,9,"None"
2015,1,27,51,51107,9,"None"
2015,2,3,51,51107,9,"None"
2015,2,10,51,51107,9,"None"
2015,2,17,51,51107,9,"None"
2015,2,24,51,51107,9,"None"
2015,3,3,51,51107,9,"None"
2015,3,10,51,51107,9,"None"
2015,3,17,51,51107,9,"None"
2015,3,24,51,51107,9,"None"
2015,3,31,51,51107,9,"None"
2015,4,7,51,51107,9,"None"
2015,4,14,51,51107,9,"None"
2015,4,21,51,51107,9,"None"
2015,4,28,51,51107,9,"None"
2015,5,5,51,51107,9,"None"
2015,5,12,51,51107,9,"None"
2015,5,19,51,51107,9,"None"
2015,5,26,51,51107,9,"None"
2015,6,2,51,51107,9,"None"
2015,6,9,51,51107,9,"None"
2015,6,16,51,51107,9,"None"
2015,6,23,51,51107,9,"None"
2015,6,30,51,51107,9,"None"
2015,7,7,51,51107,9,"None"
2015,7,14,51,51107,9,"None"
2015,7,21,51,51107,9,"None"
2015,7,28,51,51107,9,"None"
2015,8,4,51,51107,9,"None"
2015,8,11,51,51107,9,"None"
2015,8,18,51,51107,9,"None"
2015,8,25,51,51107,9,"None"
2015,9,1,51,51107,9,"None"
2015,9,8,51,51107,0,"D0 ~ Abnormally Dry"
2015,9,15,51,51107,0,"D0 ~ Abnormally Dry"
2015,9,22,51,51107,0,"D0 ~ Abnormally Dry"
2015,9,29,51,51107,0,"D0 ~ Abnormally Dry"
2015,10,6,51,51107,9,"None"
2015,10,13,51,51107,9,"None"
2015,10,20,51,51107,9,"None"
2015,10,27,51,51107,9,"None"
2015,11,3,51,51107,9,"None"
2015,11,10,51,51107,9,"None"
2015,11,17,51,51107,9,"None"
2015,11,24,51,51107,9,"None"
2015,12,1,51,51107,9,"None"
2015,12,8,51,51107,9,"None"
2015,12,15,51,51107,9,"None"
2015,12,22,51,51107,9,"None"
2015,12,29,51,51107,9,"None"
2016,1,5,51,51107,9,"None"
2016,1,12,51,51107,9,"None"
2016,1,19,51,51107,9,"None"
2016,1,26,51,51107,9,"None"
2016,2,2,51,51107,9,"None"
2016,2,9,51,51107,9,"None"
2016,2,16,51,51107,9,"None"
2016,2,23,51,51107,9,"None"
2016,3,1,51,51107,9,"None"
2016,3,8,51,51107,9,"None"
2016,3,15,51,51107,9,"None"
2016,3,22,51,51107,9,"None"
2016,3,29,51,51107,9,"None"
2016,4,5,51,51107,9,"None"
2016,4,12,51,51107,9,"None"
2016,4,19,51,51107,9,"None"
2016,4,26,51,51107,0,"D0 ~ Abnormally Dry"
2016,5,3,51,51107,0,"D0 ~ Abnormally Dry"
2016,5,10,51,51107,9,"None"
2016,5,17,51,51107,9,"None"
2016,5,24,51,51107,9,"None"
2016,5,31,51,51107,9,"None"
2016,6,7,51,51107,9,"None"
2016,6,14,51,51107,9,"None"
2016,6,21,51,51107,9,"None"
2016,6,28,51,51107,9,"None"
2016,7,5,51,51107,9,"None"
2016,7,12,51,51107,9,"None"
2016,7,19,51,51107,9,"None"
2016,7,26,51,51107,0,"D0 ~ Abnormally Dry"
2016,8,2,51,51107,9,"None"
2016,8,9,51,51107,9,"None"
2016,8,16,51,51107,9,"None"
2016,8,23,51,51107,9,"None"
2016,8,30,51,51107,9,"None"
2016,9,6,51,51107,9,"None"
2016,9,13,51,51107,0,"D0 ~ Abnormally Dry"
2016,9,20,51,51107,0,"D0 ~ Abnormally Dry"
2016,9,27,51,51107,1,"D1 ~ Moderate Drought"
2016,10,4,51,51107,1,"D1 ~ Moderate Drought"
2016,10,11,51,51107,1,"D1 ~ Moderate Drought"
2016,10,18,51,51107,1,"D1 ~ Moderate Drought"
2016,10,25,51,51107,1,"D1 ~ Moderate Drought"
2016,11,1,51,51107,1,"D1 ~ Moderate Drought"
2016,11,8,51,51107,1,"D1 ~ Moderate Drought"
2016,11,15,51,51107,1,"D1 ~ Moderate Drought"
2016,11,22,51,51107,1,"D1 ~ Moderate Drought"
2016,11,29,51,51107,1,"D1 ~ Moderate Drought"
2016,12,6,51,51107,1,"D1 ~ Moderate Drought"
2016,12,13,51,51107,0,"D0 ~ Abnormally Dry"
2016,12,20,51,51107,0,"D0 ~ Abnormally Dry"
2016,12,27,51,51107,0,"D0 ~ Abnormally Dry"
